user_id,is_gone
12,0.022945649296196864
13,0.2825944648607901
15,0.12453359741718885
21,0.2825944648607901
35,0.022945649296196864
45,0.022945649296196864
55,0.022945649296196864
58,0.022945649296196864
62,0.022945649296196864
74,0.022945649296196864
81,0.022945649296196864
102,0.2825944648607901
105,0.022945649296196864
112,0.022945649296196864
113,0.022945649296196864
119,0.12453359741718885
124,0.022945649296196864
140,0.12453359741718885
141,0.022945649296196864
150,0.022945649296196864
162,0.022945649296196864
164,0.022945649296196864
167,0.022945649296196864
177,0.022945649296196864
186,0.12453359741718885
195,0.022945649296196864
198,0.12453359741718885
200,0.12453359741718885
204,0.022945649296196864
207,0.2825944648607901
208,0.12453359741718885
212,0.022945649296196864
235,0.022945649296196864
242,0.022945649296196864
248,0.2825944648607901
253,0.2825944648607901
260,0.022945649296196864
261,0.022945649296196864
271,0.022945649296196864
298,0.022945649296196864
303,0.022945649296196864
324,0.022945649296196864
328,0.022945649296196864
331,0.022945649296196864
335,0.022945649296196864
341,0.022945649296196864
355,0.022945649296196864
363,0.022945649296196864
367,0.022945649296196864
373,0.022945649296196864
391,0.12453359741718885
409,0.12453359741718885
411,0.022945649296196864
417,0.022945649296196864
424,0.022945649296196864
430,0.12453359741718885
448,0.022945649296196864
460,0.022945649296196864
465,0.022945649296196864
467,0.12453359741718885
474,0.12453359741718885
486,0.022945649296196864
498,0.12453359741718885
530,0.12453359741718885
557,0.022945649296196864
561,0.022945649296196864
565,0.022945649296196864
567,0.022945649296196864
570,0.022945649296196864
574,0.022945649296196864
575,0.022945649296196864
578,0.022945649296196864
586,0.12453359741718885
593,0.022945649296196864
599,0.022945649296196864
601,0.12453359741718885
602,0.022945649296196864
613,0.022945649296196864
659,0.022945649296196864
664,0.12453359741718885
672,0.022945649296196864
683,0.022945649296196864
693,0.022945649296196864
704,0.022945649296196864
723,0.022945649296196864
725,0.022945649296196864
739,0.022945649296196864
744,0.022945649296196864
747,0.022945649296196864
754,0.022945649296196864
765,0.12453359741718885
770,0.022945649296196864
804,0.022945649296196864
837,0.022945649296196864
880,0.022945649296196864
886,0.12453359741718885
898,0.022945649296196864
901,0.12453359741718885
904,0.12453359741718885
920,0.022945649296196864
953,0.022945649296196864
960,0.2825944648607901
970,0.12453359741718885
972,0.022945649296196864
980,0.022945649296196864
988,0.022945649296196864
1003,0.022945649296196864
1041,0.022945649296196864
1044,0.022945649296196864
1049,0.12453359741718885
1054,0.022945649296196864
1061,0.022945649296196864
1087,0.12453359741718885
1092,0.022945649296196864
1100,0.022945649296196864
1134,0.022945649296196864
1137,0.022945649296196864
1145,0.022945649296196864
1149,0.022945649296196864
1153,0.022945649296196864
1154,0.022945649296196864
1156,0.022945649296196864
1164,0.12453359741718885
1171,0.022945649296196864
1187,0.2825944648607901
1211,0.022945649296196864
1245,0.022945649296196864
1246,0.022945649296196864
1274,0.022945649296196864
1302,0.022945649296196864
1313,0.022945649296196864
1314,0.022945649296196864
1341,0.022945649296196864
1347,0.022945649296196864
1354,0.022945649296196864
1356,0.022945649296196864
1358,0.022945649296196864
1359,0.2825944648607901
1365,0.022945649296196864
1367,0.022945649296196864
1375,0.022945649296196864
1384,0.022945649296196864
1392,0.022945649296196864
1412,0.022945649296196864
1413,0.022945649296196864
1420,0.022945649296196864
1426,0.12453359741718885
1438,0.022945649296196864
1441,0.2825944648607901
1442,0.022945649296196864
1457,0.022945649296196864
1458,0.022945649296196864
1459,0.12453359741718885
1460,0.022945649296196864
1464,0.022945649296196864
1472,0.022945649296196864
1488,0.022945649296196864
1510,0.022945649296196864
1520,0.022945649296196864
1541,0.022945649296196864
1543,0.022945649296196864
1550,0.022945649296196864
1551,0.022945649296196864
1554,0.022945649296196864
1556,0.022945649296196864
1563,0.022945649296196864
1571,0.2825944648607901
1580,0.022945649296196864
1584,0.022945649296196864
1597,0.022945649296196864
1611,0.022945649296196864
1619,0.022945649296196864
1620,0.022945649296196864
1623,0.022945649296196864
1630,0.022945649296196864
1636,0.022945649296196864
1640,0.022945649296196864
1674,0.022945649296196864
1690,0.022945649296196864
1693,0.12453359741718885
1704,0.022945649296196864
1719,0.022945649296196864
1720,0.022945649296196864
1725,0.022945649296196864
1731,0.022945649296196864
1747,0.022945649296196864
1748,0.12453359741718885
1751,0.022945649296196864
1767,0.12453359741718885
1782,0.12453359741718885
1785,0.022945649296196864
1786,0.022945649296196864
1797,0.022945649296196864
